,NumDots,PathLevel,NumDash,NumDashInHostname,HostnameLength,NumSensitiveWords,PctExtHyperlinks,InsecureForms,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,IframeOrFrame,UrlLengthRT,AbnormalExtFormActionR,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
8019,1,2,8,0,12,0,0.0289855072,1,0.0347826087,0,0,0,-1,-1,1,0
8020,2,2,4,0,25,0,0.0884955752,1,0.0796460177,0,0,1,-1,1,1,0
8021,4,4,2,0,28,0,0.1224489796,1,0.0408163265,0,1,1,0,0,1,0
8022,2,1,0,0,16,0,0.0909090909,0,0.0,0,0,0,-1,1,1,0
8023,1,5,6,0,16,0,0.2833333333,1,0.0166666667,0,0,1,-1,1,1,0
8024,1,2,8,0,8,0,0.1509433962,1,0.1037735849,0,1,0,-1,1,1,0
8025,1,2,0,0,20,0,0.4117647059,1,0.0,0,0,0,-1,-1,0,0
8026,1,4,5,0,13,1,0.1549295775,1,0.0281690141,0,0,1,0,1,1,0
8027,1,3,7,0,10,0,0.1359223301,1,0.067961165,0,0,0,-1,1,1,0
8028,1,3,1,0,29,0,0.1343283582,1,0.0597014925,0,1,0,0,0,1,0
8029,1,2,8,0,8,0,0.1554054054,0,0.0337837838,0,1,0,-1,1,1,0
8030,2,5,7,0,23,0,0.0412371134,0,0.0103092784,0,0,1,-1,1,1,0
8031,1,4,3,0,8,0,0.0033806626,1,0.0027045301,0,0,0,0,1,1,0
8032,3,1,6,0,12,1,0.3333333333,1,0.0,0,0,0,-1,1,0,0
8033,1,2,11,0,8,0,0.1782945736,1,0.0775193798,0,1,1,-1,1,1,0
8034,1,2,7,0,8,0,0.2485875706,0,0.0282485876,0,1,0,0,1,1,0
8035,1,2,8,0,8,0,0.1875,0,0.0267857143,0,1,0,0,1,1,0
8036,3,1,0,0,9,0,0.6363636364,0,0.0,1,1,0,-1,1,0,0
8037,1,2,7,0,8,0,0.2626262626,0,0.0404040404,0,1,0,-1,1,1,0
8038,1,6,12,0,15,0,0.3333333333,1,0.0909090909,0,0,0,-1,1,0,0
8039,3,2,0,0,27,0,0.3125,1,0.0,1,1,1,0,1,0,0
8040,2,4,0,0,12,0,0.052173913,1,0.0,0,1,0,-1,1,1,0
8041,3,5,1,0,16,0,0.0485436893,1,0.0291262136,0,0,1,-1,1,1,0
8042,1,3,5,0,11,0,0.1205673759,1,0.0212765957,0,0,0,0,1,1,0
8043,4,5,0,0,16,0,0.0105820106,1,0.0052910053,0,1,0,-1,1,1,0
8044,2,4,1,0,17,0,0.0,0,0.0,0,1,0,0,1,1,0
8045,1,5,9,0,8,0,0.0558139535,1,0.0558139535,0,0,0,-1,-1,1,0
8046,2,2,6,0,22,0,0.1145038168,1,0.0,0,1,0,-1,-1,1,0
8047,1,4,1,0,17,0,0.0566037736,1,0.0377358491,0,0,1,0,1,1,0
8048,2,4,0,0,11,0,0.0905511811,1,0.0078740157,0,0,0,0,1,1,0
8049,4,4,0,0,22,0,0.1162790698,1,0.0465116279,0,0,1,-1,-1,1,0
8050,2,3,0,0,14,0,0.0869565217,1,0.0,0,0,0,0,1,1,0
8051,1,5,9,0,21,0,0.2283464567,1,0.0078740157,0,1,1,-1,0,1,0
8052,1,5,9,0,21,0,0.9302884615,1,0.0024038462,1,0,1,-1,0,-1,0
8053,1,6,4,0,25,0,0.1123595506,1,0.0224719101,0,0,1,0,1,1,0
8054,4,5,0,0,22,0,0.0,0,0.0576923077,0,1,0,-1,1,1,0
8055,2,3,2,0,20,0,0.0,1,0.0,0,0,0,0,1,1,0
8056,1,2,7,0,23,0,0.4830508475,0,0.0084745763,0,1,1,-1,1,0,0
8057,1,3,5,0,12,0,0.049382716,1,0.0185185185,0,1,1,-1,1,1,0
8058,1,2,7,0,15,0,0.25,1,0.015625,0,0,1,0,-1,1,0
8059,1,7,4,0,15,0,0.0,0,0.0,0,0,0,-1,1,1,0
8060,1,4,6,0,19,0,0.3458646617,0,0.0,0,0,1,-1,0,0,0
8061,3,1,4,0,27,0,0.126984127,1,0.0158730159,0,0,1,0,1,1,0
8062,1,6,6,0,16,0,0.0924369748,1,0.025210084,0,1,1,-1,1,1,0
8063,4,5,1,0,17,0,0.1333333333,0,0.0,0,1,0,0,1,1,0
8064,1,2,11,0,11,0,0.1824817518,1,0.0875912409,0,1,0,-1,1,1,0
8065,1,4,1,0,14,0,0.1376146789,1,0.0366972477,0,0,0,0,1,1,0
8066,1,2,12,0,20,0,0.0175438596,1,0.0263157895,0,0,1,-1,-1,1,0
8067,1,2,0,0,10,0,0.0303030303,0,0.0,0,0,1,-1,1,1,0
8068,3,4,5,0,13,0,0.1086956522,0,0.0434782609,0,1,0,-1,1,1,0
8069,3,3,4,0,14,0,0.027173913,1,0.0,0,0,1,0,1,1,0
8070,3,1,0,0,20,0,0.0277777778,1,0.0,0,0,0,-1,1,1,0
8071,3,16,0,0,19,0,0.0882352941,1,0.0661764706,0,0,1,-1,1,1,0
8072,2,6,0,0,9,0,0.6865203762,1,0.0,0,0,1,0,1,-1,0
8073,2,2,4,0,16,0,0.1097560976,1,0.0,0,0,1,-1,1,1,0
8074,1,5,11,0,16,0,0.2993630573,1,0.0127388535,0,0,1,-1,0,0,0
8075,1,5,3,0,17,0,0.449339207,1,0.0264317181,0,0,1,0,1,0,0
8076,1,6,2,0,13,0,0.1228070175,0,0.0175438596,0,0,0,0,1,1,0
8077,2,6,6,0,17,0,0.2244897959,1,0.0204081633,0,0,0,-1,-1,1,0
8078,2,3,8,0,14,0,0.1228070175,1,0.0,0,0,1,-1,-1,1,0
8079,2,4,5,0,15,0,0.3333333333,1,0.0476190476,0,0,0,-1,1,0,0
8080,2,3,3,0,18,0,0.0898876404,1,0.0,0,0,1,-1,1,1,0
8081,2,2,7,0,14,0,0.1417322835,1,0.0,0,1,1,-1,1,1,0
8082,2,3,0,0,20,0,0.171875,0,0.0,0,0,1,0,1,1,0
8083,3,3,4,0,17,0,0.3174603175,1,0.0793650794,0,0,1,0,0,0,0
8084,2,2,9,0,24,0,0.0765550239,1,0.1052631579,0,0,1,-1,1,1,0
8085,3,3,8,0,15,0,0.0471698113,1,0.0,0,0,1,-1,-1,1,0
8086,1,5,7,0,17,0,0.1578947368,1,0.0131578947,0,1,1,0,-1,1,0
8087,1,2,4,0,19,0,0.0255813953,1,0.0046511628,0,0,0,0,1,1,0
8088,2,4,1,1,13,0,0.1131221719,1,0.0,0,0,1,0,1,1,0
8089,2,2,0,0,13,0,0.0697674419,1,0.0,0,0,0,0,1,1,0
8090,1,3,7,0,18,0,0.3161290323,1,0.0129032258,0,0,0,-1,-1,0,0
8091,2,2,0,0,14,0,0.0,0,0.0,0,0,0,0,1,1,0
8092,1,2,4,0,7,0,0.1294964029,1,0.0,0,0,0,-1,1,1,0
8093,1,6,7,0,13,0,0.1517241379,1,0.0,0,0,1,-1,1,1,0
8094,4,2,0,0,17,0,0.0970149254,1,0.0,0,0,0,-1,0,1,0
8095,2,2,0,0,18,0,0.0178571429,1,0.0,0,0,1,-1,1,1,0
8096,1,3,5,0,20,0,0.1947368421,1,0.0052631579,0,0,1,-1,1,1,0
8097,3,3,0,0,22,0,0.1842105263,0,0.0,0,0,1,-1,1,1,0
8098,4,8,0,0,22,0,0.0145772595,1,0.0145772595,0,0,1,-1,-1,1,0
8099,2,4,9,0,19,0,0.1417322835,0,0.0157480315,0,0,1,-1,1,1,0
8100,1,7,1,0,12,0,0.2533333333,1,0.0133333333,0,0,0,0,0,1,0
8101,2,2,11,0,8,0,0.0884955752,0,0.0265486726,0,0,1,-1,1,1,0
8102,1,6,10,0,23,0,0.2857142857,1,0.0,0,0,1,-1,1,1,0
8103,4,4,4,0,23,0,0.2366412214,1,0.0076335878,0,0,0,-1,1,1,0
8104,2,3,4,0,24,0,0.4852941176,1,0.0,0,0,1,0,1,0,0
8105,1,5,12,0,16,0,0.1403508772,1,0.0175438596,0,0,1,-1,1,1,0
8106,2,2,6,0,22,0,0.0,1,0.0147058824,0,0,0,-1,0,1,0
8107,2,2,2,0,13,0,0.0882352941,0,0.0,0,0,0,-1,1,1,0
8108,1,2,15,0,16,0,0.0,0,0.0,0,0,1,-1,1,1,0
8109,1,4,6,0,21,0,0.1052631579,1,0.0,0,0,1,0,0,1,0
8110,3,4,1,0,16,0,0.1218274112,1,0.0101522843,0,0,0,0,1,1,0
8111,3,1,0,0,19,0,0.0692307692,1,0.0,0,1,0,0,1,1,0
8112,4,3,2,0,24,0,0.0898876404,1,0.0,0,1,0,-1,1,1,0
8113,2,4,2,0,8,0,0.1494252874,1,0.0,0,0,0,0,0,1,0
8114,1,3,10,0,9,0,0.0628930818,1,0.0314465409,0,1,1,-1,1,1,0
8115,1,2,1,0,24,0,0.4358974359,1,0.0,0,0,0,-1,1,0,0
8116,2,2,2,0,17,0,0.0444444444,1,0.0,0,0,0,0,1,1,0
8117,2,6,7,0,20,0,0.15,1,0.3,0,0,1,-1,1,0,0
8118,1,5,3,0,17,0,0.9397590361,1,0.0602409639,1,0,1,0,0,-1,0
8119,1,2,10,0,8,0,0.3773584906,1,0.0,0,1,1,-1,1,0,0
8120,1,6,8,0,14,0,0.256,1,0.0,0,0,0,-1,1,1,0
8121,1,5,8,0,18,0,0.1358490566,1,0.0113207547,0,0,1,-1,1,1,0
8122,2,2,5,0,14,0,0.2093023256,1,0.0813953488,0,0,1,0,1,1,0
8123,3,1,0,0,26,0,0.2222222222,1,0.0,0,0,0,0,-1,1,0
8124,3,2,6,0,20,0,0.0666666667,0,0.0095238095,0,0,0,-1,1,1,0
8125,1,3,5,0,10,0,0.0833333333,1,0.09375,0,1,1,0,1,1,0
8126,3,2,7,0,28,1,0.0305343511,1,0.0,0,0,0,-1,1,1,0
8127,1,2,0,0,22,0,0.0277777778,1,0.1222222222,0,0,0,-1,1,1,0
8128,2,3,0,0,18,0,0.1428571429,1,0.0,0,0,0,-1,1,1,0
8129,1,5,7,0,16,0,0.037037037,1,0.1759259259,0,0,1,-1,1,1,0
8130,1,6,10,0,15,0,0.2113821138,1,0.0081300813,0,0,1,-1,0,1,0
8131,1,4,7,0,11,0,0.1315789474,1,0.0315789474,0,0,0,0,1,1,0
8132,1,3,4,0,11,0,0.0286885246,1,0.0,0,0,0,0,-1,1,0
8133,2,3,7,0,19,0,0.0279069767,1,0.0790697674,0,1,1,-1,1,1,0
8134,2,4,4,0,27,0,0.0759493671,1,0.0,0,0,1,-1,1,1,0
8135,4,2,0,0,15,0,0.0266666667,1,0.0,0,1,0,0,1,1,0
8136,1,1,1,0,18,0,0.1264367816,1,0.0,0,1,0,-1,1,1,0
8137,2,4,0,0,15,0,0.1354166667,0,0.03125,0,0,1,0,1,1,0
8138,3,5,6,0,34,0,0.0009372071,1,0.0018744142,0,0,0,-1,1,1,0
8139,2,3,7,0,25,0,0.3852040816,0,0.0,0,0,1,-1,1,0,0
8140,1,3,12,0,13,0,0.5614035088,1,0.0,0,0,0,-1,1,0,0
8141,1,6,2,0,14,0,0.0641025641,1,0.0192307692,0,0,1,-1,-1,1,0
8142,1,5,9,0,12,0,0.0816326531,1,0.0204081633,0,1,1,-1,1,1,0
8143,1,2,5,0,17,0,0.1194029851,1,0.0447761194,0,0,1,0,0,1,0
8144,1,3,7,0,17,0,0.0021645022,0,0.0,0,0,0,-1,1,1,0
8145,1,5,3,0,12,0,0.0769230769,0,0.0256410256,0,1,1,-1,1,1,0
8146,3,1,1,0,15,0,0.0158730159,1,0.0,0,0,0,0,1,1,0
8147,2,3,2,0,13,0,0.0807453416,1,0.0,0,0,0,0,1,1,0
8148,3,4,18,0,16,0,0.1234567901,1,0.0,0,0,0,-1,1,1,0
8149,2,5,10,0,18,0,0.1,1,0.0,0,0,0,-1,1,1,0
8150,2,2,6,0,30,0,0.0924369748,1,0.0,0,1,1,-1,1,1,0
8151,2,5,2,0,21,0,0.6129032258,0,0.0322580645,1,1,0,0,1,0,0
8152,3,2,6,0,24,0,0.6108108108,1,0.0054054054,0,1,0,-1,1,0,0
8153,7,0,2,0,18,0,0.1533333333,1,0.02,0,0,0,-1,1,1,0
8154,2,6,8,0,19,0,0.3333333333,1,0.0344827586,0,0,1,-1,0,0,0
8155,3,4,11,2,41,0,0.0869565217,1,0.0,0,0,1,-1,1,1,0
8156,2,2,5,0,15,0,0.1944444444,1,0.0740740741,0,0,1,0,1,1,0
8157,2,1,0,0,19,0,0.0243243243,1,0.0,0,0,0,-1,1,1,0
8158,4,1,9,0,26,0,0.1291079812,0,0.0469483568,0,0,1,-1,1,1,0
8159,2,2,8,0,20,0,0.0,0,0.0,0,0,0,-1,1,1,0
8160,2,5,2,0,28,0,0.2028985507,1,0.0869565217,0,0,1,0,0,1,0
8161,1,1,0,0,18,0,0.0523809524,1,0.0,0,0,0,-1,1,1,0
8162,3,3,1,0,24,0,0.125,1,0.0,0,0,1,-1,1,1,0
8163,3,5,0,0,10,0,0.070754717,1,0.0801886792,0,1,1,-1,1,1,0
8164,1,5,7,0,16,0,0.1124260355,1,0.0177514793,0,0,1,-1,1,1,0
8165,1,5,7,0,13,0,0.0298507463,1,0.0029850746,0,1,1,0,0,1,0
8166,3,3,0,0,20,0,0.1897590361,1,0.015060241,0,0,1,-1,0,1,0
8167,2,2,10,1,24,0,0.0256410256,1,0.0,0,0,1,-1,1,1,0
8168,2,5,8,0,20,0,0.2820512821,1,0.0512820513,0,1,1,-1,1,0,0
8169,1,5,1,0,14,0,0.1860465116,0,0.0,0,1,0,0,1,1,0
8170,2,2,9,0,22,0,0.4814814815,0,0.1296296296,0,1,0,-1,1,0,0
8171,2,1,7,0,33,0,0.2666666667,1,0.0,0,0,0,-1,1,1,0
8172,2,4,13,0,20,0,0.6341463415,1,0.0,1,0,1,-1,1,0,0
8173,2,2,0,0,14,0,0.0125,1,0.0,0,1,0,-1,1,1,0
8174,2,2,6,1,19,0,0.2716049383,1,0.0,0,1,0,0,0,1,0
8175,1,2,8,0,13,0,0.3695652174,0,0.0,0,0,1,-1,1,0,0
8176,1,3,3,0,24,0,0.2021276596,1,0.0638297872,0,0,1,0,0,1,0
8177,1,2,3,0,14,0,0.1,1,0.0333333333,0,1,0,0,1,1,0
8178,3,4,10,0,19,0,0.3417366947,1,0.0028011204,0,1,1,-1,1,0,0
8179,1,5,7,0,11,0,0.3905579399,1,0.1201716738,0,0,1,0,1,0,0
8180,3,2,6,0,29,0,0.1627906977,1,0.0,0,0,0,-1,1,1,0
8181,1,5,7,0,15,0,0.0562770563,1,0.025974026,0,0,1,-1,1,1,0
8182,2,2,0,0,21,0,0.0648148148,0,0.0,0,1,0,0,1,1,0
8183,1,4,6,0,23,0,0.4367816092,1,0.0114942529,0,0,1,0,1,0,0
8184,3,4,1,0,18,0,0.07,1,0.0,0,0,0,-1,0,1,0
8185,1,2,6,0,21,0,0.1714285714,0,0.0214285714,0,1,0,-1,1,1,0
8186,2,2,4,0,19,0,0.1328671329,1,0.034965035,0,0,0,-1,1,1,0
8187,1,3,11,0,8,0,0.1954887218,1,0.015037594,0,0,1,-1,-1,1,0
8188,1,3,4,0,16,0,0.4482758621,1,0.0344827586,0,0,1,-1,0,0,0
8189,3,4,5,0,13,0,0.0136986301,1,0.0,0,1,0,-1,1,1,0
8190,1,5,5,0,23,0,0.1806451613,1,0.0258064516,0,0,1,0,1,1,0
8191,4,3,1,1,18,0,0.2597402597,1,0.025974026,0,1,1,0,0,1,0
8192,3,3,0,0,7,0,0.0,1,0.0,0,0,0,0,1,1,0
8193,1,2,0,0,17,0,0.0869565217,1,0.0,0,0,0,-1,1,1,0
8194,2,2,8,0,21,0,0.2272727273,1,0.0151515152,0,0,1,-1,1,1,0
8195,1,5,6,0,14,0,0.1050583658,1,0.0389105058,0,1,1,-1,0,1,0
8196,2,3,1,0,12,0,0.050955414,1,0.0,0,0,0,0,1,1,0
8197,2,2,4,0,8,0,0.085106383,1,0.2730496454,0,0,0,0,0,0,0
8198,2,1,0,0,13,0,0.2592592593,1,0.0,0,0,1,-1,1,1,0
8199,1,5,6,0,20,0,0.1234567901,0,0.0617283951,0,0,1,-1,1,1,0
8200,3,3,0,0,15,0,0.0384615385,1,0.0,0,0,1,-1,1,1,0
8201,1,3,8,0,14,0,0.0465116279,1,0.0,0,0,0,-1,1,1,0
8202,1,4,3,0,12,0,0.0,1,0.0025974026,0,0,0,0,1,1,0
8203,1,5,6,0,20,0,0.4166666667,0,0.0,0,0,1,-1,1,0,0
8204,4,2,0,0,25,1,0.0476190476,0,0.0,0,0,1,-1,1,1,0
8205,4,2,0,0,17,1,0.2058823529,0,0.0,0,0,0,-1,1,1,0
8206,4,2,0,0,24,1,0.176,0,0.0,0,0,0,-1,1,1,0
8207,4,2,0,0,23,1,0.0404040404,0,0.0,0,0,0,-1,1,1,0
8208,1,2,7,0,12,0,0.2242990654,1,0.1028037383,0,1,0,0,1,0,0
8209,3,4,10,0,21,0,0.4631578947,1,0.0210526316,0,1,0,-1,0,0,0
8210,2,1,0,0,16,0,0.2857142857,1,0.0,0,1,1,-1,-1,1,0
8211,3,2,9,0,20,0,0.0916666667,0,0.0083333333,0,0,1,-1,0,1,0
8212,5,5,5,0,31,0,0.7254901961,1,0.0261437908,0,0,0,-1,0,-1,0
8213,1,3,12,0,15,0,0.3333333333,1,0.0,0,1,1,-1,1,0,0
8214,1,2,6,0,15,0,0.1470588235,1,0.0294117647,0,0,0,0,1,1,0
8215,2,3,4,0,23,0,0.0441176471,0,0.0735294118,0,0,0,-1,1,1,0
8216,2,6,8,0,29,0,0.3180592992,1,0.0,0,1,1,-1,1,0,0
8217,2,2,8,0,17,0,0.0597402597,1,0.0,0,0,1,-1,1,1,0
8218,1,1,5,0,14,0,0.0,1,0.0036900369,0,0,1,0,1,1,0
8219,1,2,7,0,14,0,0.1747572816,1,0.0,0,1,0,-1,1,1,0
8220,1,5,4,0,19,0,0.1156462585,1,0.0476190476,0,0,1,0,0,1,0
8221,1,5,4,0,15,0,0.224137931,1,0.0,0,0,1,-1,1,1,0
8222,2,2,12,0,9,0,0.8700564972,0,0.0225988701,0,0,1,-1,1,-1,0
8223,2,2,0,0,12,0,0.0817610063,1,0.0,0,0,0,0,1,1,0
8224,2,8,7,0,16,0,0.2558139535,0,0.2945736434,1,0,1,-1,1,0,0
8225,3,0,0,0,33,0,0.6141732283,0,0.0,1,0,1,-1,1,0,0
8226,1,5,13,0,14,0,0.2050209205,1,0.0,0,0,1,-1,0,1,0
8227,2,2,0,0,14,0,0.08,1,0.0,0,0,0,0,1,1,0
8228,2,2,4,0,11,0,0.1875,1,0.0416666667,0,0,1,0,1,1,0
8229,2,2,0,0,16,0,0.0555555556,1,0.0,0,0,0,0,1,1,0
8230,1,4,5,0,8,0,0.0,0,0.0,1,0,1,0,1,1,0
8231,3,1,0,0,16,0,0.0416666667,1,0.0,0,0,0,0,1,1,0
8232,3,4,5,0,24,0,0.3457446809,1,0.0,0,1,1,-1,-1,0,0
8233,1,3,3,0,10,0,0.03125,1,0.0,0,0,1,-1,1,1,0
8234,3,4,19,0,31,0,0.628742515,1,0.0119760479,0,0,0,-1,1,0,0
8235,1,3,10,0,16,0,0.247706422,1,0.0091743119,0,0,1,-1,1,1,0
8236,1,2,0,0,17,0,0.0588235294,0,0.0,0,1,0,-1,1,1,0
8237,4,3,0,0,12,0,0.1111111111,1,0.1111111111,0,0,0,0,1,1,0
8238,3,0,2,0,20,0,0.0491803279,1,0.0,0,0,0,-1,-1,1,0
8239,1,2,1,0,19,1,0.1621621622,1,0.0,0,0,0,-1,0,1,0
8240,1,5,6,0,19,0,0.4880952381,1,0.1071428571,0,0,1,-1,1,0,0
8241,2,2,14,0,16,0,0.1948051948,1,0.012987013,0,0,0,-1,1,1,0
8242,2,2,0,0,27,0,0.4871794872,1,0.0,0,0,1,-1,1,0,0
8243,1,4,5,0,52,0,0.1132075472,1,0.0,0,0,0,-1,1,1,0
8244,1,5,10,0,19,0,0.2538461538,1,0.0230769231,0,0,1,-1,0,1,0
8245,4,3,0,0,22,0,0.1071428571,1,0.1428571429,0,0,0,0,1,1,0
8246,2,4,2,0,18,0,0.0,1,0.0,0,0,0,-1,1,1,0
8247,3,0,1,1,34,0,0.119047619,1,0.0,0,1,0,0,1,1,0
8248,3,2,2,0,29,0,0.0,1,0.0,0,0,0,-1,1,1,0
8249,2,2,11,0,30,0,0.2636363636,1,0.0454545455,0,0,1,-1,0,1,0
8250,1,5,6,0,24,0,0.1073170732,1,0.0341463415,0,0,1,-1,0,1,0
8251,1,2,4,0,17,0,0.4285714286,1,0.0,0,0,1,-1,1,0,0
8252,1,4,10,0,17,0,0.1621621622,1,0.0,0,0,1,-1,1,1,0
8253,1,2,5,0,20,0,0.2083333333,1,0.0916666667,0,1,1,0,1,1,0
8254,1,4,12,0,17,0,0.1830985915,0,0.0281690141,0,0,1,-1,1,1,0
8255,1,6,3,0,11,0,0.1104972376,0,0.2651933702,0,1,0,0,1,0,0
8256,2,2,0,0,10,0,0.3333333333,1,0.0,0,0,0,0,1,0,0
8257,1,3,3,0,18,0,0.5227272727,1,0.0227272727,0,0,0,0,1,0,0
8258,2,2,4,0,10,0,0.0909090909,1,0.0,0,1,0,0,1,1,0
8259,2,3,2,0,13,0,0.0203252033,1,0.0406504065,0,0,1,-1,1,1,0
8260,1,2,11,0,14,0,0.1958762887,0,0.0051546392,0,0,1,-1,1,1,0
8261,3,2,0,0,15,0,0.0,0,0.0,0,0,0,0,1,1,0
8262,2,6,0,0,16,0,0.0214285714,1,0.0071428571,0,1,0,0,1,1,0
8263,1,3,5,0,15,0,0.1538461538,1,0.0128205128,0,0,0,0,1,1,0
8264,1,5,6,0,14,0,0.1621621622,1,0.027027027,0,0,1,0,0,1,0
8265,1,6,11,0,16,0,0.0604026846,1,0.0,0,1,1,-1,1,1,0
8266,1,3,5,0,10,0,0.076,1,0.04,0,0,1,0,-1,1,0
8267,1,5,3,0,13,1,0.0555555556,1,0.0092592593,0,1,0,0,0,1,0
8268,2,3,9,0,25,0,0.4366197183,1,0.0352112676,0,0,0,-1,1,0,0
8269,3,3,2,1,19,0,0.2409638554,1,0.0722891566,0,0,1,0,1,0,0
8270,2,2,5,0,27,0,0.0392156863,0,0.137254902,0,0,1,-1,1,1,0
8271,3,2,0,0,16,0,0.0454545455,1,0.0,0,0,0,-1,1,1,0
8272,1,3,11,0,15,0,0.1701244813,1,0.020746888,0,0,1,-1,1,1,0
8273,5,7,2,0,18,0,0.0,0,0.0,0,0,0,-1,1,1,0
8274,2,1,0,0,12,0,0.9615384615,1,0.0,1,0,1,1,-1,-1,0
8275,1,2,3,0,15,0,0.1467889908,1,0.1009174312,0,1,0,1,1,1,0
8276,2,1,3,0,10,0,0.0,1,0.0,0,0,0,1,0,1,0
8277,1,2,0,0,6,0,0.0,0,0.0,0,0,0,1,1,1,0
8278,1,1,0,0,9,0,0.0030706244,1,0.0010235415,0,1,0,1,1,1,0
8279,1,4,0,0,10,0,0.1764705882,1,0.0588235294,0,0,0,1,1,1,0
8280,1,0,0,0,16,0,0.1229508197,1,0.0,0,0,1,1,1,1,0
8281,2,2,0,0,21,0,0.010989011,1,0.0,0,0,0,1,1,1,0
8282,1,3,0,0,8,0,0.2808988764,1,0.0112359551,0,0,0,1,-1,1,0
8283,1,3,2,0,10,0,0.1055900621,1,0.0621118012,0,1,0,1,1,1,0
8284,1,2,5,0,10,0,0.1985294118,1,0.0808823529,0,1,1,1,1,1,0
8285,2,2,0,0,8,0,0.0948905109,1,0.0,0,1,0,0,1,1,0
8286,1,3,0,0,9,0,0.2708333333,1,0.0104166667,0,0,0,1,-1,1,0
8287,1,3,0,0,9,0,0.2888888889,1,0.0,0,0,0,1,-1,1,0
8288,1,3,0,0,8,0,0.2626262626,1,0.0101010101,0,0,0,1,-1,1,0
8289,2,2,0,0,14,0,0.3333333333,0,0.0,0,1,0,1,1,0,0
8290,1,3,1,0,15,0,0.3137254902,1,0.0196078431,0,1,0,1,1,0,0
8291,1,4,1,0,15,0,0.1319796954,1,0.0152284264,0,0,1,1,0,1,0
8292,3,2,0,0,20,0,0.0,1,0.0,0,0,0,0,1,1,0
8293,1,2,0,0,15,0,0.0607734807,1,0.0386740331,0,1,1,1,-1,1,0
8294,3,2,3,0,14,0,0.0,1,0.0,0,0,0,0,1,1,0
8295,2,4,0,0,12,0,0.0769230769,1,0.0769230769,0,0,0,1,1,1,0
8296,2,2,0,0,13,0,0.0322580645,1,0.0,0,0,0,0,1,1,0
8297,2,3,0,0,11,0,0.265060241,0,0.0120481928,0,1,0,1,1,1,0
8298,2,4,0,0,20,0,0.1909385113,1,0.0064724919,0,0,0,1,1,1,0
8299,1,4,0,0,19,0,0.4,1,0.1,0,0,0,0,1,0,0
8300,1,1,5,3,27,0,0.4242424242,1,0.0303030303,0,0,1,0,0,0,0
8301,1,2,1,0,16,0,0.1951219512,1,0.0,0,0,1,1,0,1,0
8302,1,1,0,0,24,0,0.3921568627,1,0.0196078431,0,0,0,1,1,0,0
8303,1,2,1,0,9,0,0.1871657754,1,0.0374331551,0,0,1,1,0,1,0
8304,1,2,0,0,27,0,0.2817679558,1,0.0,0,0,1,1,0,1,0
8305,1,0,0,0,26,0,0.0166666667,0,0.0,0,0,0,1,0,1,0
8306,2,0,0,0,27,0,0.1,0,0.15,0,0,0,1,1,1,0
8307,2,3,0,0,24,0,0.0163934426,0,0.0054644809,0,0,0,1,1,1,0
8308,2,1,1,0,13,0,0.0869565217,0,0.0434782609,0,0,1,1,1,1,0
8309,1,4,2,0,16,0,0.2743362832,1,0.017699115,0,0,1,1,0,1,0
8310,2,1,1,1,20,0,0.0243902439,1,0.0487804878,0,0,0,1,0,1,0
